ItemNumber,Xpos,Ypos,image,Species,Annotator
1122,8337.5 px,13491.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1123,8008.5 px,14069.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1124,8579.5 px,14569.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1125,9035.5 px,15265.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1126,9108.5 px,15875.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1127,8966.5 px,15817.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1128,8925.5 px,15720.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1129,8648.5 px,16083.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1130,8600.5 px,16056.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1131,8539.5 px,16044.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1132,8030.5 px,16392.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1133,8161.5 px,16305.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1134,8517.5 px,16324.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1135,8450.5 px,16332.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1136,8466.5 px,16505.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1137,8375.5 px,16506.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1138,8279.5 px,16410.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1139,8415.5 px,16560.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1140,8580.5 px,16425.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1141,8942.5 px,16682.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1142,8664.5 px,16873.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1143,8976.5 px,16947.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1144,8022.5 px,18888.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1145,7988.5 px,18937.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1146,8077.5 px,18921.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1147,8054.5 px,19012.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1148,7968.5 px,21234.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1149,8392.5 px,26807.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1150,8230.5 px,37010.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1151,7283.5 px,12121.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1152,7630.5 px,11950.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1153,7725.5 px,11928.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1154,7804.5 px,11968.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1155,7643.5 px,13655.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1156,7860.5 px,14291.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1157,6729.5 px,14743.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1158,6678.5 px,15473.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1159,6704.5 px,15840.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1160,6736.5 px,15773.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1161,7000.5 px,16308.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1162,7037.5 px,16337.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1163,7413.5 px,16283.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1164,7281.5 px,16497.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1165,7577.5 px,16102.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1166,7721.5 px,16014.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1167,7856.5 px,16139.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1168,7820.5 px,16581.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1169,7317.5 px,16629.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1170,6808.5 px,18079.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1171,6988.5 px,17842.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1172,7506.5 px,17938.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1173,6764.5 px,18330.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1174,7774.5 px,18346.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1175,7890.5 px,18521.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1176,7547.5 px,18413.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1177,7407.5 px,21152.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1178,7657.5 px,21021.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1179,7302.5 px,20854.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1180,7889.5 px,20718.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1181,7888.5 px,20826.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1182,7756.5 px,20691.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1183,7501.5 px,21491.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1184,7395.5 px,21459.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1185,7189.5 px,21969.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1186,7661.5 px,22170.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1187,5010.5 px,13211.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1188,4954.5 px,13210.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1189,4946.5 px,13242.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1190,4880.5 px,13186.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1191,4717.5 px,13394.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1192,4679.5 px,13435.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1193,5175.5 px,13488.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1194,5198.5 px,13583.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1195,4352.5 px,13680.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1196,4283.5 px,13716.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1197,4245.5 px,13708.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1198,4733.5 px,14107.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1199,4450.5 px,14067.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1200,4599.5 px,14398.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1201,4503.5 px,14472.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1202,4818.5 px,14504.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1203,4194.5 px,14457.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1204,4371.5 px,14391.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1205,4346.5 px,14313.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1206,4325.5 px,14264.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1207,4370.5 px,14260.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1208,4120.5 px,14275.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1209,5122.5 px,14124.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1210,5039.5 px,14173.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1211,4894.5 px,14638.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1212,4966.5 px,14665.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1213,5003.5 px,14720.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1214,4967.5 px,14798.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1215,4808.5 px,15007.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1216,5034.5 px,15156.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1217,5151.5 px,14959.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1218,5285.5 px,14886.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1219,5334.5 px,14922.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1220,5332.5 px,15054.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1221,4733.5 px,15262.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1222,4925.5 px,15542.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1223,5034.5 px,15546.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1224,5005.5 px,15805.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1225,4943.5 px,16368.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1226,4933.5 px,16416.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1227,4382.5 px,16987.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1228,4500.5 px,16994.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1229,4392.5 px,17149.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1230,4955.5 px,17415.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1231,4535.5 px,17455.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1232,4538.5 px,17493.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1233,4359.5 px,18064.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1234,4260.5 px,18495.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1235,4395.5 px,18446.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1236,4271.5 px,18549.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1237,4340.5 px,18821.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1238,4353.5 px,18758.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1239,4282.5 px,18906.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1240,4219.5 px,19075.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1241,4523.5 px,19043.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1242,4276.5 px,19191.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1243,5145.5 px,20016.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1244,4286.5 px,19759.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1245,4243.5 px,19849.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1246,4667.5 px,20368.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1247,4638.5 px,22535.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1248,4750.5 px,22422.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1249,4225.5 px,26565.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1250,4248.5 px,28001.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1251,4583.5 px,28122.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1252,4287.5 px,28195.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1253,5336.5 px,28802.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1254,4845.5 px,28791.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1255,4195.5 px,29133.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1256,5110.5 px,29829.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1257,4740.5 px,29759.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1258,4120.5 px,29623.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1259,5262.5 px,30903.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1260,5464.5 px,31437.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1261,4087.5 px,18708.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1262,4087.5 px,18662.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1263,4415.5 px,18544.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1264,4491.5 px,17917.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1265,3882.5 px,13724.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1266,3919.5 px,13689.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1267,3838.5 px,14063.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1268,3937.5 px,14059.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1269,3942.5 px,14021.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1270,4051.5 px,14242.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1271,3824.5 px,14153.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1272,3766.5 px,14243.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1273,3718.5 px,14276.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1274,7486.5 px,30975.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1275,5271.5 px,27689.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1276,5808.5 px,13167.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1277,6287.5 px,13331.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1278,6794.5 px,13305.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1279,12727.5 px,8673.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1280,10880.5 px,16602.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1281,9855.5 px,12186.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1282,10445.5 px,12298.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1283,8677.5 px,10861.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1284,4911.5 px,31674.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1285,4462.5 px,32625.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1286,4092.5 px,18901.5 px,[Document Horus_04_27_2022_HC_Counted.psb],White Ibis,HC
1287,10454.5 px,24.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1288,11721.5 px,26.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1289,12993.5 px,25.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1290,14263.5 px,26.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1291,15530.5 px,33.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1292,16799.5 px,31.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1293,18071.5 px,25.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1294,9182.5 px,26.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1295,7913.5 px,34.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1296,6645.5 px,35.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1297,5374.5 px,39.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1298,4107.5 px,42.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1299,19341.5 px,24.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1300,20614.5 px,24.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1301,19959.5 px,8.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1302,18659.5 px,7.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1303,17421.5 px,8.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1304,16179.5 px,19.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1305,14871.5 px,4.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1306,13616.5 px,4.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1307,12392.5 px,9.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1308,11112.5 px,10.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1309,9867.5 px,11.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1310,8508.5 px,15.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1311,7286.5 px,55.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1312,6065.5 px,-6.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1313,4771.5 px,14.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Ignore,HC
1314,16111.5 px,12548.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Snowy Egret,HC
1315,10199.5 px,17150.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Snowy Egret,HC
1316,4692.5 px,30757.5 px,[Document Horus_04_27_2022_HC_Counted.psb],Snowy Egret,HC
